Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.9178396884132834,0.9997893571853638,489.5302258895132,552.4637538038389,0.9999302625656128,513.1245610955057,522.6356946395131,0.999894380569458,463.11366163389516,519.5928429307116,0.999308705329895,560.7175356975656,575.2255237593633,0.9996534585952759,406.3777212078652,568.2334459854869,0.9777582883834839,675.8247015449438,771.6196307350187,0.9845547676086426,323.83595213014985,775.0766619850187,0.9960110187530518,690.4588746488764,1047.2779143258426,0.9954395890235901,276.6262874531835,1050.5063494850187,0.9962950944900513,715.6837400514983,1329.7795236423221,0.9937320947647095,280.12567298689146,1323.1874707397005,0.8913110494613647,591.5075637874533,1345.0023408239701,0.7782646417617798,388.3112418071162,1331.1484667602997,0.9857300519943237,627.7506876170412,1670.8396242977528,0.923006534576416,386.36067708333337,1698.4427668539327,0.4770202040672302,626.3208830758426,1975.1385475187267,0.6055752038955688,397.6484960205993,1948.5761938202247
1,0.9146997297511381,0.9997968673706055,490.05742333801504,549.186015039794,0.9999364614486694,514.4329353932585,518.726408883427,0.999817967414856,459.7095183754682,513.3596310276217,0.9990735054016113,567.1077656835206,573.1308886352997,0.9995112419128418,406.185554190075,564.1399666432584,0.9808307886123657,675.8411604634832,768.9736949906368,0.989599347114563,322.9834533005618,771.7941684222847,0.9938830137252808,690.161955758427,1045.3889425327716,0.9970816969871521,277.7071629213483,1047.2175649578653,0.9959014654159546,716.7229195926966,1327.6600538389514,0.9834520220756531,276.9676088483146,1309.7916666666667,0.8739726543426514,592.3192444990638,1321.3057408707866,0.6838465332984924,404.2646155196629,1368.6434925093633,0.986488938331604,634.2407683754682,1682.4406015917605,0.8867889046669006,399.2785873127341,1680.0718340355807,0.625710129737854,625.6545529026218,1969.8728639981275,0.5542038679122925,400.0595447097379,1952.9242743445693
2,0.9203462074784672,0.9998480081558228,489.5039647705993,544.2516312617041,0.9999269247055054,513.6841643258427,516.0007388225656,0.9998462200164795,463.14453125,513.3690308988764,0.9989805817604065,564.0213161282771,571.8819493211611,0.9995086193084717,406.97280255149815,561.3329895248128,0.9843909740447998,675.1947272940076,766.7948999297753,0.9893481731414795,326.5022969335206,769.0801293305244,0.9969965219497681,691.3506554307116,1043.0590180243446,0.9975873231887817,277.88089595037457,1040.6060539559926,0.9944855570793152,716.5628657537454,1321.3709913389514,0.9715033769607544,281.3210293773409,1283.9363881086142,0.85569167137146,589.7471178604869,1321.8827539794008,0.6282962560653687,399.55853522940083,1370.2877750468165,0.9869898557662964,633.7118153089889,1681.3550444756554,0.898775041103363,405.49318235018734,1692.0019897003747,0.6677326560020447,621.5978318117977,1966.3535814606741,0.6759777665138245,398.8636031132959,1955.8542544475656
3,0.9178752653739032,0.9998303055763245,489.9375292602997,542.9055843281835,0.9999250173568726,513.3095593398876,514.7181501638577,0.9998581409454346,461.1907478932585,511.2475494499064,0.9990315437316895,563.3969744850187,569.3825345271536,0.999474287033081,408.7118884597379,559.6957660346442,0.9835519790649414,677.5317474250937,765.4950842696629,0.9893865585327148,325.8571804775281,768.7731156367041,0.9977866411209106,692.9559486189139,1040.7437236657304,0.9985365867614746,297.18830465823976,1047.6327686095506,0.9910485744476318,716.9678283005619,1322.8233263108614,0.9874650239944458,288.5357414559925,1274.5444171348315,0.9176325798034668,593.2293129681648,1312.8585849719102,0.7627466917037964,396.69738998127343,1353.8838658707866,0.9894436597824097,627.7958216292136,1663.1406542602997,0.8735702037811279,401.4001784878277,1675.8170938670412,0.5550278425216675,625.2408122659176,1967.5933403558054,0.5595638751983643,402.315001755618,1959.9871254681648
4,0.9135777494486641,0.9998354911804199,489.73270716292143,544.700630559457,0.9999216794967651,513.4352323267791,514.0978318117977,0.999866247177124,460.66991455992513,511.7345871371723,0.9989942312240601,564.3000936329588,568.3887084503746,0.99924236536026,409.35012874531833,558.600626170412,0.9792358875274658,680.6044446395131,766.8035317181648,0.9870497584342957,323.9964448735956,769.0333860018727,0.9969077706336975,692.1625555945693,1041.7469861891386,0.9992789030075073,280.0959737827716,1041.2791139981273,0.9940764904022217,718.3879037921349,1322.8657537453184,0.9893506765365601,305.4421231273409,1254.9871254681648,0.8937633037567139,595.5797196863297,1305.0185802902622,0.7538328170776367,409.8110516151686,1347.0170587546818,0.9926998019218445,626.6443556882023,1662.897501170412,0.7629653215408325,399.86218398876406,1678.70859667603,0.6448073387145996,623.2422606507491,1966.5335323033707,0.5389936566352844,398.90317766853934,1955.1141151685395
5,0.9260717349893907,0.9998169541358948,488.4637611189139,546.3479122776217,0.99991774559021,513.3695429541199,515.0797343164794,0.9998608827590942,458.4285756086142,512.2213322214419,0.999192476272583,565.6726942883895,569.6721017673221,0.9992313385009766,407.84241865636704,559.49961230103,0.9795401096343994,680.2246459503747,767.8591701779027,0.9840107560157776,326.55430711610495,767.9670675327716,0.9963361024856567,692.3521623361423,1042.3956870318352,0.9989535808563232,267.0446365870787,1034.5809193586142,0.9951155185699463,719.0815923455057,1323.8723080524344,0.9951706528663635,309.19234257958806,1248.447741104869,0.9037193059921265,597.3406045177903,1315.2358380149813,0.8099759817123413,411.1769955524345,1345.670792368914,0.9920414686203003,624.8637933052435,1665.3163038389514,0.9007561206817627,390.7962459035581,1694.6945224719102,0.6601835489273071,620.811168656367,1963.528206928839,0.5293969511985779,387.050708099251,1963.6724602059926
6,0.9256763458251953,0.9998162984848022,488.48248771067415,548.1881290964419,0.9999327659606934,514.5043305243446,516.178751170412,0.9998759031295776,457.9340765449439,513.0864495552435,0.9990960359573364,566.3041315543071,570.5089829119851,0.9991263747215271,409.6180067883895,559.3534936797753,0.9791651964187622,680.6451896067417,767.6811944054307,0.982453465461731,328.9484579822098,767.0592667368915,0.9957746267318726,694.7458742977528,1045.0036575374531,0.9988205432891846,259.0259977762172,1031.5644750702247,0.993074893951416,718.3959503745318,1325.6849836142324,0.9872227907180786,316.101723431648,1212.6670031601125,0.9229658842086792,597.2765976123596,1295.2671465355807,0.8572033643722534,390.8603259597379,1314.1047811329588,0.9899767637252808,626.0769253277153,1665.2658298220974,0.835174560546875,402.11888459737827,1683.103201076779,0.6828868389129639,622.8573414091761,1964.791959269663,0.5139315724372864,387.8311534410112,1964.0641093164795
7,0.9212140107856077,0.999800443649292,488.83017322097385,549.2084723197565,0.9999359846115112,514.7204178370787,516.694610252809,0.9998691082000732,458.68709035580525,513.228983789794,0.9992849230766296,568.7564372659176,571.9844335205993,0.9988160133361816,410.33576193820227,558.0262464887641,0.9778481721878052,683.8311973314608,767.15077832397,0.9807370901107788,332.1875,766.6263606039327,0.9963793754577637,695.4562412219102,1044.3916052200375,0.998643159866333,246.6720066713483,1032.2722085674159,0.9938969612121582,719.9786399812735,1331.774929775281,0.9949562549591064,308.88137874531833,1202.420631437266,0.9239238500595093,597.6034351591761,1300.2615870786517,0.8407162427902222,379.42188963014985,1310.765010533708,0.9885740280151367,625.0119967228466,1664.4927727059926,0.8497296571731567,392.5182145365169,1685.9516912453184,0.6387832164764404,623.5550532537454,1965.3986715823971,0.47874370217323303,388.2702773876405,1962.8417602996255
8,0.9285005436224096,0.9998334646224976,487.86743621254686,548.6673762289327,0.9999350309371948,514.5742626404494,516.577971383427,0.9998683929443359,457.33555711610495,513.3603259597378,0.9993358850479126,568.4176761470038,572.1010723899813,0.9987883567810059,410.67357209737827,557.3536985018727,0.9751445055007935,682.929541198502,765.7368474953183,0.9861934781074524,332.8387611189139,764.5877955290263,0.9975559711456299,695.3416871488764,1043.2706431413858,0.998153567314148,238.22258309925098,1034.6030108848315,0.9926071763038635,718.969379096442,1328.7890625,0.9897441864013672,307.6238442181648,1178.8824760065543,0.9320156574249268,595.3574145599251,1301.3012055243446,0.891497015953064,382.0710440074906,1295.696248829588,0.9866291284561157,626.9821658473784,1665.3443937265918,0.8881261348724365,388.43537862827714,1682.0305184925094,0.6433040499687195,622.2194668773409,1966.5494791666667,0.5057772397994995,399.60944815074913,1951.027036516854
9,0.9231337939991671,0.9998502731323242,489.05715999531833,549.1337854049625,0.9999467134475708,515.9941186797753,517.0584255032771,0.9998772144317627,459.07603288857683,513.6900895365169,0.9994322657585144,569.3235018726592,571.3458274812734,0.9984988570213318,414.17859023876406,555.7897354868915,0.9800121784210205,665.795075491573,761.1176702949439,0.9878000020980835,335.41439899344573,763.1448238529963,0.9976540803909302,694.3559808052435,1041.3379272003747,0.9967389702796936,227.50687617041206,1033.757095622659,0.9888678193092346,714.9090736189139,1328.0438026685395,0.9913927316665649,326.0669036750936,1159.1180214185395,0.8708304166793823,593.6256437265918,1306.4444346910113,0.8511881828308105,382.00418422284645,1293.6503686797753,0.9843380451202393,626.6780781835207,1665.4633368445693,0.8954604864120483,390.71578007958806,1678.5056764981273,0.5784891843795776,624.7923981741574,1969.2736130617977,0.5728970766067505,387.3046875,1960.9778792134832
