Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.902114377302282,0.9995830059051514,471.5009802200375,497.2674537687266,0.9999727010726929,502.09635416666674,468.6620727996255,0.9999274015426636,441.6515976123595,462.9174347495319,0.9995170831680298,557.2420704588015,531.0096632139513,0.9983328580856323,392.6043129681648,518.579851357678,0.9893388748168945,661.5785200140449,733.3393316947565,0.9855850338935852,283.7711405664794,740.6285843867041,0.9973911046981812,677.432116104869,1022.2758661048689,0.9923762679100037,237.0837722378277,1005.6894458099251,0.9976467490196228,705.3614378511236,1313.8551907771537,0.9659513235092163,215.37006963951308,1114.6239319990636,0.8074936866760254,589.701252340824,1276.8077013108614,0.7567363381385803,355.09999707397003,1243.3931706460673,0.9929240942001343,616.4353639981273,1666.3023759363296,0.937140941619873,391.6431121254682,1691.6821746254682,0.6585207581520081,616.7774900514983,1968.4579822097378,0.25750619173049927,388.87340531367045,1967.3611598782772
1,0.8593558248351602,0.9995932579040527,472.71791608146066,498.3968281835206,0.9999661445617676,502.97109082397003,470.08529377340824,0.9998936653137207,444.5866982677903,464.7273305828652,0.9995353817939758,560.0271389279027,532.4383704939139,0.9979257583618164,394.95055009363296,520.953666315543,0.988938570022583,658.3685919943821,740.1126521535581,0.9866549968719482,284.2030225889513,740.6206109550562,0.9976377487182617,678.3470856741574,1023.6698999297753,0.7591520547866821,216.58751755617982,1020.0882929541199,0.9963582158088684,707.742494733146,1317.6610779494383,0.6302130818367004,230.31498712546818,1094.6981800093633,0.842776894569397,586.1576837546817,1281.0668305243446,0.6185257434844971,364.164691596442,1289.2267965823971,0.9921326637268066,617.3427990402622,1666.8169183052435,0.9035049676895142,397.05604810393265,1689.7651860955057,0.6245536804199219,614.0573794475656,1967.6072389981275,0.2716861963272095,375.0172635767791,1963.7720915262173
2,0.8028002661817214,0.999681830406189,476.55306355337086,499.8033707865169,0.9999665021896362,503.9626492275281,471.09232356039325,0.9998492002487183,448.79089126872657,466.8478610720974,0.9995219707489014,562.7536867977528,531.7546670177903,0.9965366721153259,397.05348782771534,516.4889103464419,0.9895987510681152,660.9207484784645,742.0904289559925,0.9884464144706726,291.3745757256554,734.6120815777153,0.9981852769851685,215.1636382256554,1028.37656542603,0.1454540193080902,327.03176205524346,1086.7264308286517,0.9961966872215271,708.2740812265918,1318.3195809925094,0.35779452323913574,298.96016210205994,1034.594379096442,0.8329054117202759,602.2451427902622,1328.204149110487,0.6439459323883057,408.03070868445695,1310.713366104869,0.9869140982627869,610.2491514513108,1684.302434456929,0.9401559829711914,402.18984082397003,1688.7605337078653,0.4773523211479187,614.3874356273409,1968.645248127341,0.2950989305973053,377.21515098314615,1967.1405372191011
3,0.8681988768717822,0.9996777772903442,478.01278675093636,499.4075155079588,0.9999598264694214,505.0841965121723,470.99269224016854,0.9998664259910583,449.4204997659176,468.1465428955993,0.999420702457428,564.6062295177903,532.5743211610487,0.9971727728843689,397.6168948970038,517.4480995435393,0.9889702796936035,659.3480805243446,740.1494469803371,0.9852690696716309,303.60545411985026,728.5868738295881,0.9976128339767456,679.158985838015,1025.6172460205994,0.7926663160324097,216.4990783005618,1048.7587049391386,0.9971796870231628,709.6469744850187,1322.7048220973784,0.9664187431335449,274.7329997659176,985.6368504213483,0.804551362991333,591.9916022940075,1283.7134246254682,0.6619623303413391,355.52236949906364,1218.9333889279026,0.9862309098243713,618.0895950374531,1671.6859784644196,0.9134957790374756,398.4780986657304,1680.3195224719102,0.3948235809803009,617.750321863296,1968.8926439606741,0.27410250902175903,377.884919241573,1971.120084269663
4,0.89661664296599,0.9995753765106201,480.9036312031835,498.1046275163858,0.9999539256095886,508.4544709737828,470.47913740636704,0.9998705387115479,451.6898554541199,468.2563421699438,0.9992824792861938,566.3009129213483,532.2298542837079,0.9979544878005981,399.2711990870787,518.6312763342697,0.9897665977478027,660.8974865402622,740.2672928370787,0.9865168333053589,297.4831021769663,730.1029231039327,0.9980101585388184,679.9427961142324,1023.9201486423221,0.985831618309021,205.68951896067415,1041.9206460674159,0.9974943399429321,709.1425269194756,1318.9037628745318,0.9885378479957581,264.92399637172286,969.130237593633,0.7864458560943604,590.4743094569288,1285.6827890917602,0.7922712564468384,398.8732590121723,1259.9224602059926,0.9840342998504639,610.1571278089889,1686.8251111891386,0.9316856861114502,405.3865285580524,1684.59298923221,0.47414499521255493,617.7337166432585,1969.9009538857679,0.33110663294792175,393.82834445224717,1967.5415496254682
5,0.8905791675343233,0.9994917511940002,481.7283327481274,501.1273993445693,0.9999386072158813,512.8483438670412,470.49003686797755,0.9998023509979248,456.00750526685397,467.97504096441946,0.9989292621612549,568.8152504681648,532.5833552785581,0.9979758262634277,401.91515976123594,519.6966804190075,0.9884562492370605,664.4443469101125,741.1185481039327,0.9790266752243042,281.02469569288394,725.337737008427,0.9978614449501038,680.9874619616105,1024.2063875234082,0.995681881904602,200.334298923221,1040.8494264981273,0.9970893859863281,707.5340150983147,1316.4195634363296,0.9929192066192627,276.1843106273409,945.9521301498128,0.8166776299476624,604.6005237593633,1284.833216292135,0.6814229488372803,383.4080202481274,1325.8713717228466,0.9808340072631836,611.9015537219102,1688.2680828651687,0.9345102310180664,406.4325842696629,1692.0616807116105,0.4418758451938629,620.4078154260301,1972.9304190074906,0.33735254406929016,391.3738442181648,1969.6257607677903
6,0.9047506802222308,0.999398946762085,484.0243884597379,499.9744703885768,0.9999287128448486,516.9991368211611,468.88927902621725,0.999616265296936,459.4602206226592,467.0288360252809,0.9987471699714661,570.2628306413858,531.3390976123595,0.9981323480606079,402.3795207162922,518.5904216409176,0.9896332025527954,665.7529406601125,742.1226884363297,0.9614982008934021,285.3937704822098,728.9738412921348,0.9980868101119995,681.8599309456929,1024.9616690074906,0.9985079169273376,199.1383573267791,1036.8960674157304,0.9971954822540283,708.8755998361423,1316.0232326779026,0.9987965822219849,321.63374882958806,898.8709181882023,0.841248631477356,596.552112593633,1285.9968984082398,0.7731032371520996,375.5075198970038,1321.7788799157304,0.9867485761642456,610.5171026451312,1688.843194054307,0.9220510721206665,405.77174040262173,1686.198209269663,0.6033230423927307,621.9703154260301,1969.465706928839,0.31474536657333374,392.18157478932585,1969.5170587546818
7,0.8982532690553104,0.999171793460846,486.7865607443821,497.6196014747191,0.9999361038208008,519.8852264747192,467.5925722729401,0.99953293800354,434.8888840121723,466.8949701544944,0.9986788034439087,546.6598636470038,532.8040876638577,0.998509407043457,403.41006846910113,518.3182642790263,0.9898989200592041,662.928517088015,742.8418334503746,0.9637194275856018,288.1165876638577,731.1064782303371,0.9982156753540039,682.3615256320224,1025.6500175561798,0.9982280731201172,188.81038594335212,1032.3546494616105,0.9971669912338257,712.5201896067417,1316.0056764981273,0.9977215528488159,331.87478054775283,879.8041754447565,0.8649348616600037,595.5870347612359,1283.8203710205994,0.6866261959075928,374.52152095037457,1317.159702715356,0.983585774898529,615.8612769194756,1691.9001638576779,0.8878676891326904,417.0693615402622,1678.8837195692884,0.539226233959198,621.5516005383895,1969.3982619382023,0.3672851324081421,379.1645452949439,1964.3659293071162
8,0.9014420859953937,0.9991995096206665,468.4919241573034,493.15857619382024,0.9999364614486694,522.287350772472,465.8947799625468,0.9996310472488403,435.2054804541199,464.581175386236,0.998613715171814,548.1527241338952,531.5504301264045,0.998421311378479,404.9923191713483,517.6203695575842,0.9873852729797363,661.058125585206,741.6379184222847,0.9822355508804321,294.81119791666674,726.824452832397,0.9984241127967834,683.6396886704119,1027.0109140917602,0.9983786344528198,182.27963336844573,1029.7155167368915,0.9972037672996521,713.9898613061798,1318.0217111423221,0.9935132265090942,341.09989466292143,868.976182116105,0.8663829565048218,597.3557467228464,1284.5638752340824,0.6830790638923645,377.83283590823976,1268.6412979868915,0.985181987285614,616.560086025281,1692.4705933988764,0.871945858001709,413.0675766619851,1671.0807291666667,0.517307460308075,620.9280635533707,1969.5531952247193,0.44767552614212036,380.8605454119851,1961.7504974250937
9,0.9068907341536354,0.9993672370910645,470.1510562968165,492.7700725655431,0.9999369382858276,523.824686914794,465.6311446629214,0.9997040033340454,436.0467140683521,464.118204295412,0.9986124038696289,548.815469920412,530.8275909995318,0.9982784986495972,406.06222202715355,517.5586303253746,0.9861265420913696,664.9433813202247,741.553356156367,0.983208417892456,296.25914384363296,724.349689840824,0.9982783198356628,683.6887728230338,1024.7245142790262,0.9959320425987244,169.3010445926966,1028.4879008661048,0.9971098899841309,717.0983292368915,1315.0405255149813,0.9956059455871582,336.54918656367045,859.0723753511236,0.837838888168335,599.2647618211611,1287.3809105805244,0.7092582583427429,377.16782244850185,1268.943995786517,0.9849485158920288,619.4689987125469,1690.3476123595506,0.9236716032028198,413.0711610486892,1679.5384187734082,0.574447512626648,621.2149607911986,1970.056179775281,0.43481746315956116,378.1241221910112,1962.827422752809
